Payment_Date,Interest,Year,Purpose,Loan ID
2036-12-31,15913.93,2036,home,LL0001495
2037-12-31,14799.599999999999,2037,home,LL0001495
2038-12-31,13667.320000000002,2038,home,LL0001495
2039-12-31,12516.83,2039,home,LL0001495
2040-12-31,11347.810000000001,2040,home,LL0001495
2041-12-31,10159.980000000001,2041,home,LL0001495
2042-12-31,8953.01,2042,home,LL0001495
2043-12-31,7726.639999999999,2043,home,LL0001495
2044-12-31,6480.500000000001,2044,home,LL0001495
2045-12-31,5214.32,2045,home,LL0001495
2046-12-31,3927.76,2046,home,LL0001495
2047-12-31,2620.4599999999996,2047,home,LL0001495
2048-12-31,1292.14,2048,home,LL0001495
2049-12-31,141.29,2049,home,LL0001495
2015-12-31,12569.42,2015,investment property,LL0001183
2016-12-31,29603.86,2016,investment property,LL0001183
2017-12-31,28799.1,2017,investment property,LL0001183
2018-12-31,27981.420000000002,2018,investment property,LL0001183
2019-12-31,27150.539999999997,2019,investment property,LL0001183
2020-12-31,26306.27,2020,investment property,LL0001183
2021-12-31,25448.449999999997,2021,investment property,LL0001183
2022-12-31,24576.799999999996,2022,investment property,LL0001183
2023-12-31,23691.13,2023,investment property,LL0001183
2024-12-31,22791.210000000003,2024,investment property,LL0001183
2025-12-31,21876.76,2025,investment property,LL0001183
2026-12-31,20947.620000000003,2026,investment property,LL0001183
2027-12-31,20003.539999999997,2027,investment property,LL0001183
2028-12-31,19044.25,2028,investment property,LL0001183
2029-12-31,18069.510000000002,2029,investment property,LL0001183
2030-12-31,17079.07,2030,investment property,LL0001183
2031-12-31,16072.689999999997,2031,investment property,LL0001183
2032-12-31,15050.13,2032,investment property,LL0001183
2033-12-31,14011.099999999999,2033,investment property,LL0001183
2034-12-31,12955.32,2034,investment property,LL0001183
2035-12-31,11882.599999999999,2035,investment property,LL0001183
2036-12-31,10792.52,2036,investment property,LL0001183
2037-12-31,9685.0,2037,investment property,LL0001183
2038-12-31,8559.609999999999,2038,investment property,LL0001183
2039-12-31,7416.079999999999,2039,investment property,LL0001183
2040-12-31,6254.16,2040,investment property,LL0001183
2041-12-31,5073.54,2041,investment property,LL0001183
2042-12-31,3873.8999999999996,2042,investment property,LL0001183
2043-12-31,2654.96,2043,investment property,LL0001183
2044-12-31,1416.4,2044,investment property,LL0001183
2045-12-31,246.33,2045,investment property,LL0001183
2019-12-31,14685.4,2019,investment property,LL0001361
2020-12-31,28789.51,2020,investment property,LL0001361
2021-12-31,28004.1,2021,investment property,LL0001361
2022-12-31,27206.02,2022,investment property,LL0001361
2023-12-31,26395.08,2023,investment property,LL0001361
2024-12-31,25571.129999999997,2024,investment property,LL0001361
2025-12-31,24733.899999999998,2025,investment property,LL0001361
2026-12-31,23883.21,2026,investment property,LL0001361
2027-12-31,23018.800000000003,2027,investment property,LL0001361
2028-12-31,22140.47,2028,investment property,LL0001361
2029-12-31,21248.01,2029,investment property,LL0001361
2030-12-31,20341.18,2030,investment property,LL0001361
2031-12-31,19419.76,2031,investment property,LL0001361
2032-12-31,18483.510000000002,2032,investment property,LL0001361
2033-12-31,17532.2,2033,investment property,LL0001361
2034-12-31,16565.550000000003,2034,investment property,LL0001361
2035-12-31,15583.34,2035,investment property,LL0001361
2036-12-31,14585.34,2036,investment property,LL0001361
2037-12-31,13571.249999999998,2037,investment property,LL0001361
2038-12-31,12540.849999999999,2038,investment property,LL0001361
2039-12-31,11493.86,2039,investment property,LL0001361
2040-12-31,10430.03,2040,investment property,LL0001361
2041-12-31,9349.06,2041,investment property,LL0001361
2042-12-31,8250.699999999999,2042,investment property,LL0001361
2043-12-31,7134.66,2043,investment property,LL0001361
2044-12-31,6000.65,2044,investment property,LL0001361
2045-12-31,4848.369999999999,2045,investment property,LL0001361
2046-12-31,3677.5599999999995,2046,investment property,LL0001361
2047-12-31,2487.8700000000003,2047,investment property,LL0001361
2048-12-31,1279.0600000000002,2048,investment property,LL0001361
2049-12-31,180.16,2049,investment property,LL0001361
2019-12-31,10857.529999999999,2019,commerical property,LL0000317
2020-12-31,24923.67,2020,commerical property,LL0000317
2021-12-31,23305.36,2021,commerical property,LL0000317
2022-12-31,21665.910000000003,2022,commerical property,LL0000317
2023-12-31,20005.08,2023,commerical property,LL0000317
2024-12-31,18322.510000000002,2024,commerical property,LL0000317
2025-12-31,16618.010000000002,2025,commerical property,LL0000317
2026-12-31,14891.250000000002,2026,commerical property,LL0000317
2027-12-31,13141.900000000001,2027,commerical property,LL0000317
2028-12-31,11369.749999999998,2028,commerical property,LL0000317
2029-12-31,9574.47,2029,commerical property,LL0000317
2030-12-31,7755.739999999998,2030,commerical property,LL0000317
2031-12-31,5913.21,2031,commerical property,LL0000317
2032-12-31,4046.6800000000003,2032,commerical property,LL0000317
2033-12-31,2155.77,2033,commerical property,LL0000317
2034-12-31,374.49,2034,commerical property,LL0000317
2012-12-31,11402.64,2012,commerical property,LL0000495
2013-12-31,26855.83,2013,commerical property,LL0000495
2014-12-31,26125.769999999997,2014,commerical property,LL0000495
2015-12-31,25383.989999999994,2015,commerical property,LL0000495
2016-12-31,24630.229999999996,2016,commerical property,LL0000495
2017-12-31,23864.350000000002,2017,commerical property,LL0000495
2018-12-31,23086.139999999996,2018,commerical property,LL0000495
2019-12-31,22295.409999999996,2019,commerical property,LL0000495
2020-12-31,21491.960000000003,2020,commerical property,LL0000495
2021-12-31,20675.54,2021,commerical property,LL0000495
2022-12-31,19846.010000000002,2022,commerical property,LL0000495
2023-12-31,19003.120000000003,2023,commerical property,LL0000495
2024-12-31,18146.670000000002,2024,commerical property,LL0000495
2025-12-31,17276.420000000002,2025,commerical property,LL0000495
2026-12-31,16392.17,2026,commerical property,LL0000495
2027-12-31,15493.679999999998,2027,commerical property,LL0000495
2028-12-31,14580.730000000001,2028,commerical property,LL0000495
2029-12-31,13653.07,2029,commerical property,LL0000495
2030-12-31,12710.499999999998,2030,commerical property,LL0000495
2031-12-31,11752.740000000002,2031,commerical property,LL0000495
2032-12-31,10779.550000000001,2032,commerical property,LL0000495
2033-12-31,9790.74,2033,commerical property,LL0000495
2034-12-31,8785.96,2034,commerical property,LL0000495
2035-12-31,7765.039999999999,2035,commerical property,LL0000495
2036-12-31,6727.66,2036,commerical property,LL0000495
2037-12-31,5673.600000000001,2037,commerical property,LL0000495
2038-12-31,4602.570000000001,2038,commerical property,LL0000495
2039-12-31,3514.3,2039,commerical property,LL0000495
2040-12-31,2408.52,2040,commerical property,LL0000495
2041-12-31,1284.91,2041,commerical property,LL0000495
2042-12-31,223.47,2042,commerical property,LL0000495
2013-12-31,25906.319999999996,2013,home,LL0001014
2014-12-31,27539.620000000003,2014,home,LL0001014
2015-12-31,26774.64,2015,home,LL0001014
2016-12-31,25997.340000000004,2016,home,LL0001014
2017-12-31,25207.48,2017,home,LL0001014
2018-12-31,24404.969999999998,2018,home,LL0001014
2019-12-31,23589.5,2019,home,LL0001014
2020-12-31,22760.91,2020,home,LL0001014
2021-12-31,21919.0,2021,home,LL0001014
2022-12-31,21063.51,2022,home,LL0001014
2023-12-31,20194.280000000002,2023,home,LL0001014
2024-12-31,19311.03,2024,home,LL0001014
2025-12-31,18413.57,2025,home,LL0001014
2026-12-31,17501.66,2026,home,LL0001014
2027-12-31,16575.079999999998,2027,home,LL0001014
2028-12-31,15633.61,2028,home,LL0001014
2029-12-31,14676.94,2029,home,LL0001014
2030-12-31,13704.89,2030,home,LL0001014
2031-12-31,12717.18,2031,home,LL0001014
2032-12-31,11713.57,2032,home,LL0001014
2033-12-31,10693.809999999998,2033,home,LL0001014
2034-12-31,9657.64,2034,home,LL0001014
2035-12-31,8604.8,2035,home,LL0001014
2036-12-31,7534.990000000001,2036,home,LL0001014
2037-12-31,6447.9800000000005,2037,home,LL0001014
2038-12-31,5343.45,2038,home,LL0001014
2039-12-31,4221.139999999999,2039,home,LL0001014
2040-12-31,3080.79,2040,home,LL0001014
2041-12-31,1922.06,2041,home,LL0001014
2042-12-31,744.67,2042,home,LL0001014
2043-12-31,8.32,2043,home,LL0001014
2015-12-31,2450.27,2015,home,LL0001145
2016-12-31,28987.079999999998,2016,home,LL0001145
2017-12-31,28210.219999999998,2017,home,LL0001145
2018-12-31,27420.89,2018,home,LL0001145
2019-12-31,26618.820000000003,2019,home,LL0001145
2020-12-31,25803.869999999995,2020,home,LL0001145
2021-12-31,24975.8,2021,home,LL0001145
2022-12-31,24134.379999999997,2022,home,LL0001145
2023-12-31,23279.42,2023,home,LL0001145
2024-12-31,22410.71,2024,home,LL0001145
2025-12-31,21528.01,2025,home,LL0001145
2026-12-31,20631.11,2026,home,LL0001145
2027-12-31,19719.73,2027,home,LL0001145
2028-12-31,18793.729999999996,2028,home,LL0001145
2029-12-31,17852.81,2029,home,LL0001145
2030-12-31,16896.739999999998,2030,home,LL0001145
2031-12-31,15925.260000000002,2031,home,LL0001145
2032-12-31,14938.19,2032,home,LL0001145
2033-12-31,13935.17,2033,home,LL0001145
2034-12-31,12916.030000000002,2034,home,LL0001145
2035-12-31,11880.48,2035,home,LL0001145
2036-12-31,10828.29,2036,home,LL0001145
2037-12-31,9759.140000000001,2037,home,LL0001145
2038-12-31,8672.769999999999,2038,home,LL0001145
2039-12-31,7568.929999999999,2039,home,LL0001145
2040-12-31,6447.29,2040,home,LL0001145
2041-12-31,5307.639999999999,2041,home,LL0001145
2042-12-31,4149.62,2042,home,LL0001145
2043-12-31,2972.96,2043,home,LL0001145
2044-12-31,1777.3400000000001,2044,home,LL0001145
2045-12-31,562.51,2045,home,LL0001145
2014-12-31,14876.11,2014,commerical property,LL0001469
2015-12-31,29163.419999999995,2015,commerical property,LL0001469
2016-12-31,28367.78,2016,commerical property,LL0001469
2017-12-31,27559.369999999995,2017,commerical property,LL0001469
2018-12-31,26737.889999999996,2018,commerical property,LL0001469
2019-12-31,25903.24,2019,commerical property,LL0001469
2020-12-31,25055.120000000003,2020,commerical property,LL0001469
2021-12-31,24193.38,2021,commerical property,LL0001469
2022-12-31,23317.739999999994,2022,commerical property,LL0001469
2023-12-31,22428.0,2023,commerical property,LL0001469
2024-12-31,21523.969999999998,2024,commerical property,LL0001469
2025-12-31,20605.36,2025,commerical property,LL0001469
2026-12-31,19671.98,2026,commerical property,LL0001469
2027-12-31,18723.56,2027,commerical property,LL0001469
2028-12-31,17759.89,2028,commerical property,LL0001469
2029-12-31,16780.7,2029,commerical property,LL0001469
2030-12-31,15785.740000000002,2030,commerical property,LL0001469
2031-12-31,14774.77,2031,commerical property,LL0001469
2032-12-31,13747.53,2032,commerical property,LL0001469
2033-12-31,12703.730000000001,2033,commerical property,LL0001469
2034-12-31,11643.14,2034,commerical property,LL0001469
2035-12-31,10565.489999999998,2035,commerical property,LL0001469
2036-12-31,9470.48,2036,commerical property,LL0001469
2037-12-31,8357.86,2037,commerical property,LL0001469
2038-12-31,7227.3,2038,commerical property,LL0001469
2039-12-31,6078.57,2039,commerical property,LL0001469
2040-12-31,4911.33,2040,commerical property,LL0001469
2041-12-31,3725.32,2041,commerical property,LL0001469
2042-12-31,2520.2000000000003,2042,commerical property,LL0001469
2043-12-31,1295.67,2043,commerical property,LL0001469
2044-12-31,182.49,2044,commerical property,LL0001469
2016-12-31,7844.630000000001,2016,home,LL0001066
2017-12-31,30864.06,2017,home,LL0001066
2018-12-31,30030.979999999996,2018,home,LL0001066
2019-12-31,29184.52,2019,home,LL0001066
2020-12-31,28324.440000000002,2020,home,LL0001066
2021-12-31,27450.51,2021,home,LL0001066
2022-12-31,26562.54,2022,home,LL0001066
2023-12-31,25660.230000000003,2023,home,LL0001066
2024-12-31,24743.39,2024,home,LL0001066
2025-12-31,23811.829999999998,2025,home,LL0001066
2026-12-31,22865.26,2026,home,LL0001066
2027-12-31,21903.45,2027,home,LL0001066
2028-12-31,20926.16,2028,home,LL0001066
2029-12-31,19933.129999999997,2029,home,LL0001066
2030-12-31,18924.15,2030,home,LL0001066
2031-12-31,17898.89,2031,home,LL0001066
2032-12-31,16857.159999999996,2032,home,LL0001066
2033-12-31,15798.630000000001,2033,home,LL0001066
2034-12-31,14723.070000000002,2034,home,LL0001066
2035-12-31,13630.190000000002,2035,home,LL0001066
2036-12-31,12519.740000000002,2036,home,LL0001066
2037-12-31,11391.43,2037,home,LL0001066
2038-12-31,10244.92,2038,home,LL0001066
2039-12-31,9079.949999999997,2039,home,LL0001066
2040-12-31,7896.260000000002,2040,home,LL0001066
2041-12-31,6693.5199999999995,2041,home,LL0001066
2042-12-31,5471.410000000001,2042,home,LL0001066
2043-12-31,4229.6,2043,home,LL0001066
2044-12-31,2967.8100000000004,2044,home,LL0001066
2045-12-31,1685.7499999999995,2045,home,LL0001066
2046-12-31,410.5400000000001,2046,home,LL0001066
2014-12-31,4661.1,2014,investment property,LL0000907
2015-12-31,27539.520000000004,2015,investment property,LL0000907
2016-12-31,26798.86,2016,investment property,LL0000907
2017-12-31,26046.26,2017,investment property,LL0000907
2018-12-31,25281.550000000007,2018,investment property,LL0000907
2019-12-31,24504.54,2019,investment property,LL0000907
2020-12-31,23715.03,2020,investment property,LL0000907
2021-12-31,22912.78,2021,investment property,LL0000907
2022-12-31,22097.66,2022,investment property,LL0000907
2023-12-31,21269.35,2023,investment property,LL0000907
2024-12-31,20427.74,2024,investment property,LL0000907
2025-12-31,19572.600000000002,2025,investment property,LL0000907
2026-12-31,18703.7,2026,investment property,LL0000907
2027-12-31,17820.77,2027,investment property,LL0000907
2028-12-31,16923.66,2028,investment property,LL0000907
2029-12-31,16012.09,2029,investment property,LL0000907
2030-12-31,15085.869999999999,2030,investment property,LL0000907
2031-12-31,14144.71,2031,investment property,LL0000907
2032-12-31,13188.449999999997,2032,investment property,LL0000907
2033-12-31,12216.740000000002,2033,investment property,LL0000907
2034-12-31,11229.41,2034,investment property,LL0000907
2035-12-31,10226.19,2035,investment property,LL0000907
2036-12-31,9206.82,2036,investment property,LL0000907
2037-12-31,8171.030000000001,2037,investment property,LL0000907
2038-12-31,7118.599999999999,2038,investment property,LL0000907
2039-12-31,6049.19,2039,investment property,LL0000907
2040-12-31,4962.57,2040,investment property,LL0000907
2041-12-31,3858.4900000000002,2041,investment property,LL0000907
2042-12-31,2736.5999999999995,2042,investment property,LL0000907
2043-12-31,1596.6699999999998,2043,investment property,LL0000907
2044-12-31,446.54,2044,investment property,LL0000907
2012-12-31,12529.65,2012,investment property,LL0000730
2013-12-31,29510.190000000002,2013,investment property,LL0000730
2014-12-31,28707.97,2014,investment property,LL0000730
2015-12-31,27892.850000000002,2015,investment property,LL0000730
2016-12-31,27064.620000000003,2016,investment property,LL0000730
2017-12-31,26223.02,2017,investment property,LL0000730
2018-12-31,25367.91,2018,investment property,LL0000730
2019-12-31,24499.010000000002,2019,investment property,LL0000730
2020-12-31,23616.16,2020,investment property,LL0000730
2021-12-31,22719.07,2021,investment property,LL0000730
2022-12-31,21807.55,2022,investment property,LL0000730
2023-12-31,20881.329999999998,2023,investment property,LL0000730
2024-12-31,19940.22,2024,investment property,LL0000730
2025-12-31,18983.969999999998,2025,investment property,LL0000730
2026-12-31,18012.329999999998,2026,investment property,LL0000730
2027-12-31,17025.02,2027,investment property,LL0000730
2028-12-31,16021.830000000002,2028,investment property,LL0000730
2029-12-31,15002.509999999998,2029,investment property,LL0000730
2030-12-31,13966.759999999998,2030,investment property,LL0000730
2031-12-31,12914.35,2031,investment property,LL0000730
2032-12-31,11844.99,2032,investment property,LL0000730
2033-12-31,10758.400000000001,2033,investment property,LL0000730
2034-12-31,9654.349999999999,2034,investment property,LL0000730
2035-12-31,8532.52,2035,investment property,LL0000730
2036-12-31,7392.6,2036,investment property,LL0000730
2037-12-31,6234.36,2037,investment property,LL0000730
2038-12-31,5057.4800000000005,2038,investment property,LL0000730
2039-12-31,3861.63,2039,investment property,LL0000730
2040-12-31,2646.5299999999997,2040,investment property,LL0000730
2041-12-31,1411.93,2041,investment property,LL0000730
2042-12-31,245.54,2042,investment property,LL0000730
2017-12-31,13129.580000000002,2017,home,LL0000640
2018-12-31,30923.199999999997,2018,home,LL0000640
2019-12-31,30082.640000000003,2019,home,LL0000640
2020-12-31,29228.550000000003,2020,home,LL0000640
2021-12-31,28360.690000000002,2021,home,LL0000640
2022-12-31,27478.87,2022,home,LL0000640
2023-12-31,26582.839999999997,2023,home,LL0000640
2024-12-31,25672.39,2024,home,LL0000640
2025-12-31,24747.29,2025,home,LL0000640
2026-12-31,23807.260000000002,2026,home,LL0000640
2027-12-31,22852.100000000002,2027,home,LL0000640
2028-12-31,21881.6,2028,home,LL0000640
2029-12-31,20895.42,2029,home,LL0000640
2030-12-31,19893.4,2030,home,LL0000640
2031-12-31,18875.24,2031,home,LL0000640
2032-12-31,17840.679999999997,2032,home,LL0000640
2033-12-31,16789.46,2033,home,LL0000640
2034-12-31,15721.310000000001,2034,home,LL0000640
2035-12-31,14635.970000000001,2035,home,LL0000640
2036-12-31,13533.14,2036,home,LL0000640
2037-12-31,12412.579999999998,2037,home,LL0000640
2038-12-31,11273.949999999999,2038,home,LL0000640
2039-12-31,10117.01,2039,home,LL0000640
2040-12-31,8941.44,2040,home,LL0000640
2041-12-31,7746.91,2041,home,LL0000640
2042-12-31,6533.18,2042,home,LL0000640
2043-12-31,5299.88,2043,home,LL0000640
2044-12-31,4046.73,2044,home,LL0000640
2045-12-31,2773.42,2045,home,LL0000640
2046-12-31,1479.5900000000001,2046,home,LL0000640
2047-12-31,257.34,2047,home,LL0000640
2014-12-31,19664.52,2014,commerical property,LL0000324
2015-12-31,28845.579999999998,2015,commerical property,LL0000324
2016-12-31,28052.94,2016,commerical property,LL0000324
2017-12-31,27247.56,2017,commerical property,LL0000324
2018-12-31,26429.190000000002,2018,commerical property,LL0000324
2019-12-31,25597.66,2019,commerical property,LL0000324
2020-12-31,24752.77,2020,commerical property,LL0000324
2021-12-31,23894.25,2021,commerical property,LL0000324
2022-12-31,23021.9,2022,commerical property,LL0000324
2023-12-31,22135.520000000004,2023,commerical property,LL0000324
2024-12-31,21234.89,2024,commerical property,LL0000324
2025-12-31,20319.73,2025,commerical property,LL0000324
2026-12-31,19389.859999999997,2026,commerical property,LL0000324
2027-12-31,18445.010000000002,2027,commerical property,LL0000324
2028-12-31,17484.949999999997,2028,commerical property,LL0000324
2029-12-31,16509.45,2029,commerical property,LL0000324
2030-12-31,15518.230000000001,2030,commerical property,LL0000324
2031-12-31,14511.09,2031,commerical property,LL0000324
2032-12-31,13487.7,2032,commerical property,LL0000324
2033-12-31,12447.830000000002,2033,commerical property,LL0000324
2034-12-31,11391.24,2034,commerical property,LL0000324
2035-12-31,10317.619999999999,2035,commerical property,LL0000324
2036-12-31,9226.74,2036,commerical property,LL0000324
2037-12-31,8118.31,2037,commerical property,LL0000324
2038-12-31,6992.009999999999,2038,commerical property,LL0000324
2039-12-31,5847.6,2039,commerical property,LL0000324
2040-12-31,4684.759999999999,2040,commerical property,LL0000324
2041-12-31,3503.1900000000005,2041,commerical property,LL0000324
2042-12-31,2302.6200000000003,2042,commerical property,LL0000324
2043-12-31,1082.69,2043,commerical property,LL0000324
2044-12-31,86.43,2044,commerical property,LL0000324
2017-12-31,28228.43,2017,investment property,LL0000760
2018-12-31,27474.61,2018,investment property,LL0000760
2019-12-31,26708.610000000004,2019,investment property,LL0000760
2020-12-31,25930.33,2020,investment property,LL0000760
2021-12-31,25139.5,2021,investment property,LL0000760
2022-12-31,24335.91,2022,investment property,LL0000760
2023-12-31,23519.420000000002,2023,investment property,LL0000760
2024-12-31,22689.79,2024,investment property,LL0000760
2025-12-31,21846.78,2025,investment property,LL0000760
2026-12-31,20990.219999999998,2026,investment property,LL0000760
2027-12-31,20119.87,2027,investment property,LL0000760
2028-12-31,19235.480000000003,2028,investment property,LL0000760
2029-12-31,18336.890000000003,2029,investment property,LL0000760
2030-12-31,17423.81,2030,investment property,LL0000760
2031-12-31,16496.06,2031,investment property,LL0000760
2032-12-31,15553.37,2032,investment property,LL0000760
2033-12-31,14595.5,2033,investment property,LL0000760
2034-12-31,13622.220000000001,2034,investment property,LL0000760
2035-12-31,12633.249999999998,2035,investment property,LL0000760
2036-12-31,11628.38,2036,investment property,LL0000760
2037-12-31,10607.34,2037,investment property,LL0000760
2038-12-31,9569.86,2038,investment property,LL0000760
2039-12-31,8515.7,2039,investment property,LL0000760
2040-12-31,7444.52,2040,investment property,LL0000760
2041-12-31,6356.13,2041,investment property,LL0000760
2042-12-31,5250.22,2042,investment property,LL0000760
2043-12-31,4126.49,2043,investment property,LL0000760
2044-12-31,2984.71,2044,investment property,LL0000760
2045-12-31,1824.5300000000002,2045,investment property,LL0000760
2046-12-31,645.6700000000001,2046,investment property,LL0000760
2017-12-31,21980.86,2017,commerical property,LL0001015
2018-12-31,28627.07,2018,commerical property,LL0001015
2019-12-31,27837.63,2019,commerical property,LL0001015
2020-12-31,27035.46,2020,commerical property,LL0001015
2021-12-31,26220.380000000005,2021,commerical property,LL0001015
2022-12-31,25392.170000000002,2022,commerical property,LL0001015
2023-12-31,24550.649999999994,2023,commerical property,LL0001015
2024-12-31,23695.57,2024,commerical property,LL0001015
2025-12-31,22826.69,2025,commerical property,LL0001015
2026-12-31,21943.87,2026,commerical property,LL0001015
2027-12-31,21046.81,2027,commerical property,LL0001015
2028-12-31,20135.33,2028,commerical property,LL0001015
2029-12-31,19209.159999999996,2029,commerical property,LL0001015
2030-12-31,18268.11,2030,commerical property,LL0001015
2031-12-31,17311.89,2031,commerical property,LL0001015
2032-12-31,16340.260000000002,2032,commerical property,LL0001015
2033-12-31,15353.02,2033,commerical property,LL0001015
2034-12-31,14349.840000000002,2034,commerical property,LL0001015
2035-12-31,13330.559999999998,2035,commerical property,LL0001015
2036-12-31,12294.84,2036,commerical property,LL0001015
2037-12-31,11242.460000000001,2037,commerical property,LL0001015
2038-12-31,10173.14,2038,commerical property,LL0001015
2039-12-31,9086.59,2039,commerical property,LL0001015
2040-12-31,7982.55,2040,commerical property,LL0001015
2041-12-31,6860.74,2041,commerical property,LL0001015
2042-12-31,5720.880000000001,2042,commerical property,LL0001015
2043-12-31,4562.68,2043,commerical property,LL0001015
2044-12-31,3385.8200000000006,2044,commerical property,LL0001015
2045-12-31,2190.0200000000004,2045,commerical property,LL0001015
2046-12-31,974.9499999999998,2046,commerical property,LL0001015
2047-12-31,51.599999999999994,2047,commerical property,LL0001015
2019-12-31,15019.16,2019,home,LL0000836
2020-12-31,29443.83,2020,home,LL0000836
2021-12-31,28640.54,2021,home,LL0000836
2022-12-31,27824.33,2022,home,LL0000836
2023-12-31,26995.0,2023,home,LL0000836
2024-12-31,26152.28,2024,home,LL0000836
2025-12-31,25296.03,2025,home,LL0000836
2026-12-31,24425.980000000003,2026,home,LL0000836
2027-12-31,23541.95,2027,home,LL0000836
2028-12-31,22643.66,2028,home,LL0000836
2029-12-31,21730.929999999997,2029,home,LL0000836
2030-12-31,20803.48,2030,home,LL0000836
2031-12-31,19861.11,2031,home,LL0000836
2032-12-31,18903.589999999997,2032,home,LL0000836
2033-12-31,17930.66,2033,home,LL0000836
2034-12-31,16942.03,2034,home,LL0000836
2035-12-31,15937.509999999998,2035,home,LL0000836
2036-12-31,14916.82,2036,home,LL0000836
2037-12-31,13879.7,2037,home,LL0000836
2038-12-31,12825.89,2038,home,LL0000836
2039-12-31,11755.099999999999,2039,home,LL0000836
2040-12-31,10667.07,2040,home,LL0000836
2041-12-31,9561.55,2041,home,LL0000836
2042-12-31,8438.22,2042,home,LL0000836
2043-12-31,7296.779999999999,2043,home,LL0000836
2044-12-31,6137.01,2044,home,LL0000836
2045-12-31,4958.549999999999,2045,home,LL0000836
2046-12-31,3761.1099999999997,2046,home,LL0000836
2047-12-31,2544.4,2047,home,LL0000836
2048-12-31,1308.1499999999999,2048,home,LL0000836
2049-12-31,184.23,2049,home,LL0000836
2016-12-31,28798.630000000005,2016,investment property,LL0000910
2017-12-31,28029.57,2017,investment property,LL0000910
2018-12-31,27248.11,2018,investment property,LL0000910
2019-12-31,26454.090000000004,2019,investment property,LL0000910
2020-12-31,25647.310000000005,2020,investment property,LL0000910
2021-12-31,24827.5,2021,investment property,LL0000910
2022-12-31,23994.520000000004,2022,investment property,LL0000910
2023-12-31,23148.15,2023,investment property,LL0000910
2024-12-31,22288.120000000003,2024,investment property,LL0000910
2025-12-31,21414.26,2025,investment property,LL0000910
2026-12-31,20526.32,2026,investment property,LL0000910
2027-12-31,19624.129999999997,2027,investment property,LL0000910
2028-12-31,18707.36,2028,investment property,LL0000910
2029-12-31,17775.850000000002,2029,investment property,LL0000910
2030-12-31,16829.38,2030,investment property,LL0000910
2031-12-31,15867.630000000001,2031,investment property,LL0000910
2032-12-31,14890.4,2032,investment property,LL0000910
2033-12-31,13897.46,2033,investment property,LL0000910
2034-12-31,12888.519999999999,2034,investment property,LL0000910
2035-12-31,11863.38,2035,investment property,LL0000910
2036-12-31,10821.680000000002,2036,investment property,LL0000910
2037-12-31,9763.229999999998,2037,investment property,LL0000910
2038-12-31,8687.76,2038,investment property,LL0000910
2039-12-31,7594.98,2039,investment property,LL0000910
2040-12-31,6484.59,2040,investment property,LL0000910
2041-12-31,5356.33,2041,investment property,LL0000910
2042-12-31,4209.89,2042,investment property,LL0000910
2043-12-31,3045.0200000000004,2043,investment property,LL0000910
2044-12-31,1861.38,2044,investment property,LL0000910
2045-12-31,658.71,2045,investment property,LL0000910
2016-12-31,28735.469999999998,2016,home,LL0000408
2017-12-31,27968.080000000005,2017,home,LL0000408
2018-12-31,27188.370000000003,2018,home,LL0000408
2019-12-31,26396.079999999998,2019,home,LL0000408
2020-12-31,25591.059999999998,2020,home,LL0000408
2021-12-31,24773.07,2021,home,LL0000408
2022-12-31,23941.920000000002,2022,home,LL0000408
2023-12-31,23097.36,2023,home,LL0000408
2024-12-31,22239.25,2024,home,LL0000408
2025-12-31,21367.28,2025,home,LL0000408
2026-12-31,20481.31,2026,home,LL0000408
2027-12-31,19581.07,2027,home,LL0000408
2028-12-31,18666.34,2028,home,LL0000408
2029-12-31,17736.879999999997,2029,home,LL0000408
2030-12-31,16792.46,2030,home,LL0000408
2031-12-31,15832.82,2031,home,LL0000408
2032-12-31,14857.750000000002,2032,home,LL0000408
2033-12-31,13866.97,2033,home,LL0000408
2034-12-31,12860.250000000002,2034,home,LL0000408
2035-12-31,11837.339999999998,2035,home,LL0000408
2036-12-31,10797.949999999999,2036,home,LL0000408
2037-12-31,9741.84,2037,home,LL0000408
2038-12-31,8668.710000000001,2038,home,LL0000408
2039-12-31,7578.3099999999995,2039,home,LL0000408
2040-12-31,6470.35,2040,home,LL0000408
2041-12-31,5344.57,2041,home,LL0000408
2042-12-31,4200.669999999999,2042,home,LL0000408
2043-12-31,3038.3599999999997,2043,home,LL0000408
2044-12-31,1857.3,2044,home,LL0000408
2045-12-31,657.27,2045,home,LL0000408
2013-12-31,17503.18,2013,home,LL0000790
2014-12-31,29377.38,2014,home,LL0000790
2015-12-31,28573.02,2015,home,LL0000790
2016-12-31,27755.72,2016,home,LL0000790
2017-12-31,26925.290000000005,2017,home,LL0000790
2018-12-31,26081.45,2018,home,LL0000790
2019-12-31,25224.050000000003,2019,home,LL0000790
2020-12-31,24352.850000000002,2020,home,LL0000790
2021-12-31,23467.64,2021,home,LL0000790
2022-12-31,22568.15,2022,home,LL0000790
2023-12-31,21654.209999999995,2023,home,LL0000790
2024-12-31,20725.52,2024,home,LL0000790
2025-12-31,19781.9,2025,home,LL0000790
2026-12-31,18823.11,2026,home,LL0000790
2027-12-31,17848.87,2027,home,LL0000790
2028-12-31,16858.93,2028,home,LL0000790
2029-12-31,15853.08,2029,home,LL0000790
2030-12-31,14831.02,2030,home,LL0000790
2031-12-31,13792.529999999997,2031,home,LL0000790
2032-12-31,12737.31,2032,home,LL0000790
